Geneid	ENCFF630HEX_Total_RNAseq_K562.bam
AC117498.1	0
ADCY6	76
MIR4701	0
AC117498.2	0
AC117498.3	0
CACNB3	65
DDX23	7487
RND1	15
RNU6-600P	0
AC073610.1	0
AC073610.3	0
CCDC65	1
FKBP11	116
AC073610.2	0
ARF3	3241
WNT10B	38
RNU6-940P	0
WNT1	0
DDN	96
AC011603.3	0
DDN-AS1	37
PRKAG1	2111
KMT2D	926
RHEBL1	229
AC011603.4	0
DHH	93
AC011603.1	5
LMBR1L	1306
AC011603.2	65
TUBA1B	39747
TUBA1A	491
TUBA1C	13754
AC010173.1	19
AC125611.3	7
AC125611.4	3
PRPH	3
TROAP	1055
C1QL4	30
DNAJC22	25
SPATS2	582
AC125611.2	8
AC125611.1	0
KCNH3	1
MCRS1	2380
PRPF40B	202
AC020612.3	0
FAM186B	9
RNU6-834P	1
POLR2KP1	1
AC020612.1	4
HIGD1AP9	0
FMNL3	889
TMBIM6	17464
AC020612.2	0
LSM6P2	0
NCKAP5L	367
BCDIN3D-AS1	29
BCDIN3D	306
AC131157.1	0
RPL35AP28	0
FAIM2	2
LINC02396	0
LINC02395	1
AQP2	0
AC025154.2	0
AC025154.1	0
AQP5	0
AQP6	0
RACGAP1	3453
ASIC1	8
SMARCD1	1374
GPD1	28
COX14	874
AC074032.1	17
CERS5	513
LIMA1	1012
AC008147.2	27
AC008147.3	12
AC008147.1	0
MIR1293	0
RNU6-1093P	0
AC008147.4	12
FAM186A	0
AC090058.1	0
LARP4	3200
DIP2B	3350
RNU6-769P	0
RNU6-238P	3
AC013244.1	0
ATF1	1166
AC013244.2	0
RN7SL519P	0
TMPRSS12	0
AC013244.3	0
METTL7A	2354
AC008121.2	0
AC008121.1	0
HIGD1C	0
AC008121.3	0
SLC11A2	1803
RNU6-87P	0
RNU6-1273P	0
LETMD1	2354
CSRNP2	457
TFCP2	1080
AC087884.1	0
PHBP19	15
RNU6-199P	0
POU6F1	58
AC139768.1	24
DAZAP2	2786
SMAGP	577
BIN2	27
CELA1	5
GALNT6	387
SLC4A8	9
AC107031.1	0
SCN8A	10
HNRNPA3P10	0
AC068987.2	0
AC068987.5	0
AC068987.3	0
FIGNL2	0
AC068987.4	0
AC068987.1	0
ANKRD33	2
AC025259.2	0
ACVRL1	37
ACVR1B	307
RNU6-574P	0
GRASP	13
NR4A1	36
AC025259.3	0
ATG101	1257
AC025259.1	0
AC078864.2	0
OR7E47P	0
AC078864.1	0
LINC00592	0
KRT80	0
C12orf80	0
METTL7AP1	0
KRT7	0
KRT7-AS	0
KRT86	0
KRT87P	0
AC021066.2	0
AC021066.1	0
AC021066.3	0
KRT81	0
AC121757.1	0
KRT83	0
KRT89P	0
KRT85	0
KRT84	0
AC078865.1	0
KRT82	0
AC055736.1	0
KRT90P	0
KRT75	0
KRT6B	0
KRT6C	0
KRT6A	0
KRT5	0
KRT71	0
KRT74	0
KRT72	4
KRT73-AS1	0
KRT73	5
KRT128P	0
KRT2	11
KRT1	0
KRT77	1
AC055716.3	0
KRT126P	0
KRT125P	0
AC055716.2	0
AC055716.1	0
BTBD10P1	1
KRT127P	0
ARL2BPP2	0
KRT76	0
AC107016.2	0
KRT3	0
KRT4	0
KRT79	5
AC107016.1	0
KRT78	0
RPL7P41	0
KRT8	7713
KRT18	9717
EIF4B	25645
AC068888.2	29
AC068888.1	79
TNS2	44
MIR6757	0
SPRYD3	300
IGFBP6	7
SOAT2	2
VTI1BP3	0
RNU6-333P	0
HIGD1AP1	3
EIF4A1P4	6
CSAD	209
AC073573.1	4
ZNF740	1456
ITGB7	85
RARG	110
AC021072.1	0
MFSD5	610
ESPL1	1735
PFDN5	6499
AC073611.1	0
C12orf10	54
AAAS	2063
SP7	1
SP1	4364
AMHR2	352
PRR13	1836
AC023509.1	1
PCBP2	1698
PCBP2-OT1	23
MAP3K12	116
AC023509.4	57
TARBP2	1483
AC023509.3	6
NPFF	0
ATF7	170
AC023509.2	0
AC023509.5	0
ATP5MC2	5546
AC073594.1	0
CALCOCO1	570
CISTR	0
AC076968.1	0
RN7SKP289	0
HOXC13-AS	0
HOXC13	5
HOXC12	0
HOTAIR	2
RF01905	0
RF01906	0
AC012531.4	0
AC012531.5	0
HOXC11	0
HOXC-AS3	0
HOXC10	8
AC012531.3	0
HOXC6	15
MIR196A2	0
HOXC-AS2	3
HOXC9	220
HOXC-AS1	14
HOXC8	7
HOXC4	24
AC012531.2	0
AC012531.1	10
HOXC5	1
MIR615	0
AC023794.1	1
AC023794.5	3
AC023794.3	0
AC023794.4	0
SMUG1	1325
LINC02381	0
SMUG1-AS1	0
AC023794.7	0
AC023794.6	3
AC023794.2	0
CBX5	5420
MIR3198-2	0
RN7SL390P	3
AC078778.1	0
AC078778.2	6
HNRNPA1	11277
NFE2	5145
COPZ1	4187
RNU6-950P	0
MIR148B	0
RN7SL744P	1
AC079313.2	4
AC079313.1	4
GPR84	4
ZNF385A	130
ITGA5	4966
LINC01154	2
GTSF1	4479
NCKAP1L	4273
AC068789.1	0
PDE1B	59
PPP1R1A	0
GLYCAM1	0
LACRT	0
DCD	0
AC079310.1	0
VDAC1P5	0
MUCL1	0
TESPA1	139
AC027287.2	0
NEUROD4	0
OR9K1P	0
AC027287.1	0
OR9K2	0
OR9R1P	0
OR10U1P	0
OR10A7	0
OR6C74	0
OR6C69P	0
OR6C72P	0
OR6C6	0
OR6C5P	0
OR6C1	0
OR6C3	0
OR6C7P	0
OR6C75	0
OR6C71P	0
OR6C66P	1
OR6C73P	0
OR6C65	0
PHC1P1	6
OR6C76	0
AC122685.1	1
OR6C2	0
OR6C70	0
OR6C68	0
OR6C64P	0
OR6C4	0
OR2AP1	0
OR6U2P	0
OR10P1	0
AC009779.5	0
OR10AE3P	0
AC009779.4	0
AC009779.6	0
METTL7B	2
ITGA7	32
AC009779.3	16
BLOC1S1	452
RDH5	9
CD63	6251
AC009779.2	222
AC009779.1	1
GDF11	628
SARNP	143
AC023055.1	17
AC073487.1	12
ORMDL2	495
DNAJC14	1551
TMEM198B	85
MMP19	34
OLA1P3	0
GSTP1P1	0
PYM1	861
DGKA	167
AC025162.2	1
PMEL	21
CDK2	4146
AC025162.1	0
RAB5B	1001
AC034102.1	4
SUOX	991
IKZF4	150
AC034102.8	7
AC034102.3	1
RPS26	541
ERBB3	355
AC034102.2	0
PA2G4	9829
AC034102.4	4
RPL41	2079
ZC3H10	197
ESYT1	15295
AC034102.7	2
AC034102.6	4
AC034102.5	2
MYL6B	977
MYL6	12668
AC073896.4	59
SMARCC2	1780
RNF41	2009
NABP2	1229
SLC39A5	0
ANKRD52	696
COQ10A	281
AC073896.5	0
CS	3107
AC073896.1	2
AC073896.2	48
AC073896.3	0
CNPY2	811
PAN2	1548
IL23A	497
STAT2	2605
RNU7-40P	0
APOF	2
AC025574.2	0
AC025574.1	0
AC024884.2	7
AC024884.1	8
TIMELESS	3505
MIP	7
SPRYD4	648
GLS2	1
HSPD1P4	5
RBMS2	18
RNU6-343P	0
BAZ2A	1730
ATP5F1B	39301
SNORD59A	24
PTGES3	5505
RN7SL809P	31
NACA	24337
PRIM1	2790
HSD17B6	20
AC121758.1	0
AC121758.3	0
AC121758.2	0
SDR9C7	1
AC026120.2	0
RDH16	7
AC026120.1	3
GPR182	0
ZBTB39	825
TAC3	10
MYO1A	7
NEMP1	3340
NAB2	982
STAT6	1668
LRP1	29
LRP1-AS	0
MIR1228	0
NXPH4	8
SHMT2	5518
AC137834.2	6
NDUFA4L2	42
STAC3	130
AC137834.1	0
R3HDM2	272
RNU6-879P	0
AC126614.1	3
INHBC	2
INHBE	914
GLI1	27
ARHGAP9	135
MARS	11204
MIR6758	0
DDIT3	1767
AC022506.1	0
MIR616	46
MBD6	98
DCTN2	3512
KIF5A	446
PIP4K2C	1184
DTX3	0
ARHGEF25	508
AC025165.1	1
SLC26A10	15
B4GALNT1	482
RPL13AP23	0
OS9	5868
AC025165.2	1
AGAP2	13
AGAP2-AS1	0
TSPAN31	646
CDK4	6218
MIR6759	1
MARCH9	151
CYP27B1	47
METTL1	456
EEF1AKMT3	245
AC025165.3	1
TSFM	1281
AVIL	28
AC025165.5	13
RNU6-1083P	0
AC025165.4	6
CTDSP2	2619
MIR26A2	2
AC083805.2	1
AC083805.1	0
AC083805.3	1
AC084033.3	1879
ATP23	911
AC084033.1	1
RN7SKP65	0
AC084033.2	0
LINC02403	0
AC090643.1	0
AC090643.2	0
RPL21P103	0
AC025578.1	0
AC020637.1	0
LINC02388	0
LRIG3	2
AC068305.2	0
RPS6P22	0
AC068305.1	0
AC108721.1	0
RNU6-279P	0
RNU6-871P	0
LINC02448	0
RNU4-20P	0
SLC16A7	0
AC079905.2	0
AC079905.1	0
AC080011.1	0
AC087883.1	0
AC090022.1	0
AC090017.1	0
DUX4L52	0
FAM19A2	868
RPL21P104	0
KRT8P19	0
RPS3P6	1
AC078789.1	2
KLF17P1	5
USP15	8738
MIR6125	0
RNU6-595P	0
MON2	1643
AC079035.1	0
RNU6-399P	0
LINC01465	11
AC048341.1	114
MIRLET7I	11
AC048341.2	49
PPM1H	2094
RPL32P26	0
GAPDHP44	0
RNU1-83P	1
RPL14P1	173
AC078814.2	0
LDHAL6CP	0
AC078814.1	0
RSL24D1P5	0
AVPR1A	8
AC135584.1	0
HNRNPA1P69	0
AC026116.1	1
DPY19L2	5
AC084357.2	0
AC027667.1	0
AC084357.3	12
AC084357.1	0
RXYLT1	766
RXYLT1-AS1	0
PABPC1P4	0
SRGAP1	1
RPL36AP41	0
AC079866.2	0
AC079866.1	0
AC020611.1	0
AC020611.2	0
AC025576.2	0
AC025576.1	0
C12orf66	179
RNU6-1009P	0
AC012158.1	1
RNU5A-7P	0
C12orf56	45
AC012158.2	0
AC135279.2	1
XPOT	12561
AC135279.1	0
AC135279.3	11
TBK1	1868
RASSF3	831
AC078962.2	0
RF00137	0
AC078962.4	0
MIR548C	2
MIR548Z	0
AC078962.1	3
AC078962.3	0
AC025262.3	0
AC025262.2	2
GNS	2382
AC025262.1	0
TBC1D30	3
RPL7P39	0
LINC02389	0
LINC02231	0
RNU6ATAC42P	0
AC135895.1	0
WIF1	0
RNU6-166P	0
APOOP3	0
LEMD3	1489
AC026124.2	27
MSRB3	0
AC026124.1	0
KRT18P60	0
AC025419.1	35
AC090023.1	0
LINC02454	5
AC090023.2	14
PCNPP3	65
RPSAP52	0
HMGA2	0
AC107308.1	0
AC090673.1	0
AC090673.2	0
MIR6074	0
LINC02425	0
RPL21P18	0
RNA5SP362	0
LLPH	542
AC078927.1	0
LLPH-DT	25
TMBIM4	325
IRAK3	1
RBMS1P1	1
MIR6502	0
AC078889.1	0
PDCL3P7	0
RN7SKP166	0
HELB	769
GRIP1	12
OSBPL9P5	0
OSBPL9P4	0
AC073530.1	0
AC073530.2	0
RAB11AP2	0
GGTA2P	2
CAND1	7557
MRPL40P1	0
NTAN1P3	0
LINC02420	0
LINC02408	0
LINC02442	0
DYRK2	728
AC078777.1	0
LINC02421	0
AC022513.1	0
LINC01479	0
AC005294.1	0
IFNG-AS1	0
RPL39P28	0
HNRNPA1P70	0
AC007458.1	0
IFNG	0
IL26	1
IL22	0
MDM1	991
LINC02384	36
AC022511.1	0
AC008033.3	9
AC008033.1	1
AC008033.2	0
RPSAP12	5
RAP1B	2200
RPL10P12	0
SNORA70G	0
ATP5PDP4	1
AC090061.1	4
RPL7P42	1
NUP107	6809
KRT8P39	53
SLC35E3	460
AC025423.3	0
MDM2	4541
AC025423.1	10
AC025423.4	2
AC025423.2	0
CPM	0
RNU7-4P	0
AC025423.5	0
PRELID2P1	0
AC127894.1	0
CPSF6	3610
MIR1279	0
C1GALT1P1	9
AC020656.2	10
LYZ	4034
AC020656.1	0
YEATS4	1267
RN7SL804P	1
RPS26P45	1
LINC02373	2
FRS2	375
MIR3913-1	0
MIR3913-2	0
CCT2	18062
LRRC10	0
BEST3	0
AC025263.3	0
AC025263.1	0
RAB3IP	381
AC025263.2	0
MYRFL	0
AC025159.1	150
AC078922.1	0
AC084032.1	0
LINC01481	10
CNOT2	2574
AC092881.1	0
KCNMB4	12
RNU4-65P	0
AC025569.1	152
PTPRB	587
AC083809.1	14
PTPRR	549
FAHD2P1	1
AC123905.1	1
AC025575.1	0
AC025575.2	61
TSPAN8	7
LGR5	0
AC090116.1	0
AC078860.1	0
ZFC3H1	1255
THAP2	176
AC073612.1	0
TMEM19	813
AC011601.1	1
RAB21	1180
AC089984.1	0
AC089984.3	0
TBC1D15	685
AC089984.2	0
TPH2	6
AC090109.1	0
TRHDE	22
TRHDE-AS1	1
AC016256.1	0
CHCHD3P2	0
AC133480.1	0
AC090503.2	0
LINC02444	3
AC090503.1	0
AC087879.1	0
RNU6-1012P	0
LINC02445	0
AC136188.1	0
LINC02394	0
AC090502.1	1043
AC090502.4	31
AC090502.3	70
AC090502.2	0
VENTXP3	7
ATXN7L3B	3852
AC025257.1	0
AC123904.2	0
AC123904.1	0
AC123904.3	0
AC073525.1	0
KCNC2	0
AC091534.1	0
CCNG2P1	0
CAPS2	24
AC092552.1	0
AC121761.2	3
GLIPR1L1	0
GLIPR1L2	1
GLIPR1	100
AC121761.1	21
KRR1	2809
AC078923.1	2
AC022507.1	0
RPL10P13	0
AC078820.1	1
AC011611.6	0
RN7SL734P	0
AC011611.2	5
AC011611.1	0
PHLDA1	57
AC011611.3	0
AC011611.4	3
NAP1L1	13254
AC011611.5	0
AC233290.2	0
AC233290.1	0
RNU6-1271P	0
LINC02407	0
RN7SKP172	0
BBS10	383
OSBPL8	3936
AC107032.2	7
RPL7AP9	3
YWHAQP7	0
AC107032.1	4
RPL7P43	1
AC093014.1	0
ZDHHC17	1945
CSRP2	16
AC124784.1	0
AC025161.1	2
E2F7	532
LINC02464	0
NAV3	0
AC073591.1	0
AC138331.1	0
AC073571.1	0
FAM213AP1	0
LINC02424	0
AC128707.1	0
AC130415.1	0
AC079362.1	0
AC068993.1	0
AC068993.2	0
SYT1	7
AC090709.1	0
AC027288.3	0
MIR1252	0
AC027288.2	0
AC027288.1	0
NOP56P3	0
PAWR	0
AC073569.2	0
PPP1R12A	4782
AC073569.3	22
AC073569.1	0
RNA5SP363	0
PPP1R12A-AS1	50
SNRPGP20	0
RPL7P38	2
RNU7-106P	0
OTOGL	2
AC078817.1	4
RN7SKP261	1
PTPRQ	0
AKIRIN1P1	0
AC074031.1	0
MYF6	0
MYF5	0
LINC01490	0
LIN7A	0
MIR617	0
AC078886.1	0
MIR618	0
ACSS3	0
AC078955.1	0
MIR4699	0
PPFIA2	0
PPFIA2-AS1	0
AC069228.1	0
AC079363.1	0
AC091515.1	0
LINC02426	0
AC011602.1	0
CCDC59	1721
METTL25	83
AC089998.3	0
AC089998.4	0
AC089998.2	0
AC089998.1	0
TMTC2	64
RNU6-977P	0
RPL6P25	0
AC090680.1	0
AC093025.1	0
AC090679.2	0
AC090679.1	0
AC087888.1	0
AC093027.1	0
SLC6A15	0
AC128657.1	0
TSPAN19	0
LRRIQ1	0
AC133794.1	0
ALX1	0
AC131532.1	5
AC126471.1	1
AC137768.1	0
RASSF9	0
NTS	9
MGAT4C	0
AC016993.1	0
AC139697.1	0
AC010196.1	0
AC079597.1	0
RPL23AP68	1
AC079598.4	0
CYCSP30	0
AC079598.2	0
MKRN9P	15
LINC02258	0
AC079598.1	0
AC079598.3	0
RPS4XP15	0
C12orf50	2
C12orf29	1368
CEP290	1249
RNA5SP364	1
AC091516.1	12
TMTC3	861
KITLG	6
AC024941.2	0
RNU1-117P	0
AC024941.1	0
LINC02458	83
AC006199.1	0
AC024909.1	7
RNU7-120P	0
MRPS6P4	0
DUSP6	8
AC024909.2	0
AC010201.2	0
AC010201.1	0
POC1B	531
CENPCP1	1
GALNT4	63
POC1B-GALNT4	5
POC1B-AS1	114
AC025034.2	0
AC025034.1	6
ATP2B1	3317
ATP2B1-AS1	27
RNA5SP365	0
MRPL2P1	0
RNU6-148P	0
AC084200.1	0
BRWD1P2	0
LINC02399	0
AC126178.1	0
LINC02392	0
AC084365.1	0
AC112481.1	0
CCER1	0
LINC00615	0
EPYC	0
KERA	0
LUM	0
DCN	9
AC007115.1	0
AC025035.1	0
AC126175.1	108
AC025254.1	279
AC090049.2	0
LINC02404	387
AC090049.1	10
LINC01619	23
BTG1	812
AC025164.1	10
RPL21P106	0
LINC02391	4
CLLU1OS	0
CLLU1	0
AC063949.2	0
LINC02397	0
AC063949.1	0
C12orf74	0
PLEKHG7	0
EEA1	1023
AC026111.1	0
HNRNPA1P50	0
RNU6-1329P	0
LINC02413	0
AC138123.1	0
AC021646.1	0
RPL41P5	44
AC138123.2	0
NACAP3	0
LINC02412	0
AC124947.2	86
AC124947.1	22
NUDT4	2133
UBE2N	4090
MRPL42	4027
RN7SL737P	0
AC025260.1	0
SOCS2-AS1	247
SOCS2	4594
AC012085.1	2
CRADD	864
AC012085.2	9
RN7SL630P	2
AC012464.2	15
AC012464.1	0
AC012464.3	1
RN7SKP263	0
AC123567.1	0
PLXNC1	35
AC123567.2	0
AC073655.1	6
AC073655.2	23
CEP83	1166
RN7SL330P	0
RBMS2P1	1
CEP83-DT	43
AC023161.1	0
RN7SL483P	0
AC023161.2	0
SUCLG2P2	4
MIR5700	0
TMCC3	1
MIR7844	0
LSM3P2	0
KRT19P2	0
MIR492	0
NDUFA12	2173
NR2C1	806
FGD6	765
AC126615.2	0
AC126615.1	1
VEZT	1584
CBX3P5	0
RNU6-808P	3
MIR331	3
MIR3685	1
AC084879.1	0
AC084879.2	0
RNU6-735P	0
AC018475.1	1
METAP2	5682
USP44	300
PGAM1P5	1
NTN4	0
RNU6-247P	0
AC090001.1	1
LINC02410	0
SNRPF	2264
CCDC38	0
AC090001.2	1
AMDHD1	0
HAL	5
AC007298.2	0
LTA4H	1665
AC007298.1	0
YPEL5P3	0
RN7SL88P	0
LINC02452	0
ELK3	123
AC008149.1	0
CDK17	1530
RNU4-24P	6
AC125612.1	15
AC007513.1	0
RN7SKP11	0
CFAP54	2
EEF1A1P33	1
NEDD1	1197
AC007656.1	1
AC013417.1	0
AC007656.2	0
LINC02409	0
RMST	0
MIR1251	0
RF01963	0
RF01964	0
RF01965	0
RF01966	0
RF01967	0
RF01968	0
RF00537	0
RF01969	0
RF01970	0
AC018659.2	0
MIR135A2	0
RF01971	0
AC018659.1	0
AC007424.1	0
RNU6-36P	3
MIR4495	0
MIR4303	0
AC016152.1	0
AC008055.1	0
RNU4-41P	0
SLC9A7P1	1
LINC02453	7
TMPO-AS1	247
TMPO	15840
PPIAP8	0
SLC25A3	18605
SNORA53	632
IKBIP	755
APAF1	1195
ANKS1B	1
AC008126.1	0
AC069437.1	0
RNA5SP366	0
AC117377.1	0
FAM71C	0
RPS4XP1	2
AC126474.1	32
UHRF1BP1L	1072
AC126474.2	32
AC010203.2	4
GOLGA2P5	414
RN7SL176P	0
AC010203.1	42
MIR1827	0
ACTR6	1633
DEPDC4	133
SCYL2	3533
SLC17A8	1
NR1H4	3
AC010200.2	0
GAS2L3	239
AC010200.1	17
ANO4	0
AC138360.1	0
AC063947.1	0
AC063947.2	0
SLC5A8	0
RNU6-768P	0
AC079953.1	0
UTP20	3319
ARL1	1783
AC063948.1	0
RNU6-1068P	1
RPS27P23	0
RNU5E-5P	0
RNA5SP367	0
SPIC	0
MYBPC1	0
AC117505.1	0
AC010205.1	2
CHPT1	2384
RNY1P16	9
SYCP3	1
GNPTAB	1331
RNU6-101P	0
AC063950.1	2
RNA5SP368	0
RNU6-172P	1
RNA5SP369	0
RNU6-1183P	0
HSPE1P4	0
DRAM1	197
AC084398.2	0
AC084398.1	0
AC079907.2	0
NENFP2	0
WASHC3	485
AC079907.1	0
NUP37	2873
PARPBP	1418
PMCH	1
HELLPAR	1315
RN7SL793P	1
AC093023.1	0
LINC02456	25
IGF1	409
AC010202.1	0
LINC00485	1
PAH	0
AC026108.1	0
ASCL1	4
AC068643.1	0
AC068643.2	0
C12orf42	0
AC084364.1	0
AC084364.2	0
LINC02401	0
STAB2	0
AC025265.2	0
AC025265.3	0
AC025265.1	50
NT5DC3	1838
AC012555.2	0
AC012555.1	9
TTC41P	24
HSP90B1	20449
MIR3652	0
C12orf73	205
TDG	2291
GLT8D2	1
AC078819.1	5
HCFC2	383
NFYB	1177
RNA5SP370	0
LINC02385	2
TXNRD1	11111
AC089983.1	2
RPL18AP3	68
EID3	47
CHST11	1491
AC079316.1	7
AC079316.2	12
MIR3922	0
SLC41A2	3
KRT18P20	0
C12orf45	1168
ALDH1L2	513
AC016257.1	1
WASHC4	2077
APPL2	315
C12orf75	14
AC011313.1	0
CASC18	0
ST13P3	1
AC011595.2	0
NUAK1	0
AC011595.1	0
AC010182.1	0
CKAP4	2
AC079174.1	0
AC079174.2	0
RNU7-94P	0
TCP11L2	142
POLR3B	1066
AC079385.1	1
RFX4	1
AC079385.2	0
AC079385.3	3
RIC8B	427
EEF1B2P4	0
RPL30P12	0
AC007541.1	161
TMEM263	1271
MTERF2	1283
CRY1	1304
AC078929.1	0
SETP7	0
BTBD11	1
RNA5SP371	0
AC007540.1	0
PWP1	3523
AC007622.1	0
PRDM4	1049
AC007622.2	1
ASCL4	0
AC126177.2	0
AC126177.8	0
AC126177.4	0
AC126177.6	0
AC126177.3	0
AC126177.5	0
AC126177.7	39
AC126177.1	0
WSCD2	312
AC009729.1	0
CMKLR1	5
LINC01498	1
FICD	150
SART3	4600
ISCU	1726
TMEM119	0
SELPLG	281
AC007569.1	43
MIR4496	3
CORO1C	3543
RNU7-169P	0
SSH1	228
AC087893.2	0
AC087893.1	0
MIR619	0
DAO	0
SVOP	19
RNU6-361P	0
AC190387.1	0
USP30	269
USP30-AS1	1
RNA5SP372	0
ALKBH2	932
UNG	2156
AC007637.1	24
ACACB	169
FOXN4	2
MYO1H	1
LINC01486	0
AC007570.1	1
KCTD10	469
UBE3B	1224
MMAB	1448
RNU4-32P	0
MVK	1153
RN7SKP250	2
FAM222A	13
FAM222A-AS1	0
TRPV4	0
MIR4497	0
GLTP	217
AC007834.2	1
RN7SL441P	0
AC007834.1	0
TCHP	1111
GIT2	953
AC084876.1	0
AC084876.2	16
ANKRD13A	2775
C12orf76	612
AC007546.1	14
AC007546.2	13
IFT81	609
ATP2A2	4282
RN7SL769P	2
ANAPC7	4297
AC144548.1	9
HMGA1P3	2
ARPC3	4653
GPN3	1344
RPL31P49	1
FAM216A	1112
VPS29	2748
AC002350.1	20
RAD9B	14
PPTC7	326
TCTN1	173
RN7SL387P	1
HVCN1	56
PPP1CC	7318
AC144522.1	2
AC002375.1	0
RPL29P25	0
CCDC63	1
MYL2	0
LINC01405	0
AC002351.1	11
CUX2	0
MIR6760	0
RNA5SP373	0
PHETA1	297
LINC02356	1
HSPA8P14	0
SH2B3	3255
ATXN2	608
AC137055.1	0
ATXN2-AS	14
BRAP	1902
PCNPP1	36
ACAD10	614
AC002996.1	0
ALDH2	707
MIR6761	1
MAPKAPK5-AS1	877
MAPKAPK5	1971
RPS2P41	0
ADAM1A	0
ADAM1B	0
TMEM116	481
SLC25A3P2	1
AC004024.1	8
ERP29	3715
AC073575.2	6
NAA25	3071
MIR3657	3
AC073575.1	0
TRAFD1	3701
HECTD4	1559
MIR6861	2
AC004217.1	0
RN7SKP71	70
RPL7AP60	6
AC004217.2	0
RPL6	14379
PTPN11	7037
RPH3A	1
MIR1302-1	0
OAS1	2
AC004551.1	0
OAS3	162
OAS2	1
IMMP1LP2	0
RPS15AP32	0
DTX1	0
RASAL1	2
CFAP73	0
DDX54	4433
MIR7106	0
RITA1	947
AC089999.1	2
IQCD	23
TPCN1	588
AC089999.2	4
MIR6762	1
SLC8B1	1182
PLBD2	356
SDS	10
SDSL	221
LHX5	2
LHX5-AS1	1
LINC01234	593
DYNLL1P4	1
RBM19	1951
AC073863.1	2
AC010183.1	0
AC010183.2	0
HAUS8P1	0
GLULP5	0
LINC02459	0
TBX5	0
TBX5-AS1	0
RN7SKP216	0
AC069240.1	0
OSTF1P1	0
AC010177.1	0
TBX3	18
AC026765.2	0
AC026765.1	0
AC009804.2	0
AC009804.1	0
AC008125.1	0
AC078880.1	0
AC078880.3	0
AC078880.4	0
AC078880.5	0
AC078880.2	0
AC009803.2	0
AC009803.3	0
AC009803.1	0
UBA52P7	0
RN7SL865P	0
AC009387.1	0
LINC02463	0
MED13L	4578
AC012157.1	0
RNU6-1188P	0
MIR620	0
SNRPGP18	0
AC130895.1	23
AC079384.1	4
MIR4472-2	0
LINC02457	1
LINC00173	33
MAP1LC3B2	11
AC125603.4	0
AC125603.3	0
AC125603.2	6
AC125603.1	2
C12orf49	1023
RNFT2	479
AC090013.1	2
RNU6-558P	0
AC083806.3	1
HRK	2
AC083806.1	0
FBXW8	356
AC083806.2	0
AC127164.1	0
AC026368.1	7
TESC	439
TESC-AS1	0
FBXO21	896
NOS1	1
ELOCP32	0
AC073864.1	0
KSR2	1
AC084291.1	0
RFC5	2435
AC131159.2	1
WSB2	2073
AC131159.1	8
VSIG10	97
AC131238.1	1
PEBP1	7212
TAOK3	2248
RPS2P5	1399
AC026367.1	5
SUDS3	2433
AC026367.3	2
AC026367.2	0
LINC02460	0
RPL17P37	0
LINC02423	0
LINC02440	0
LINC02439	0
RNA5SP374	0
AC087863.1	0
RF00428	0
SRRM4	0
AC087885.1	0
RN7SL508P	1
AC084361.1	0
AC084880.4	0
HSPB8	5
AC084880.3	0
AC084880.1	2
AC084880.2	0
LINC00934	0
CCDC60	0
AC002070.1	0
TMEM233	4
RN7SKP197	0
PRKAB1	2669
CIT	1488
AC002563.1	0
MIR1178	0
RPL35AP30	0
BICDL1	46
AC004812.1	0
RAB35	2509
AC004812.2	100
GCN1	10875
MIR4498	0
RPLP0	55952
PXN-AS1	309
PXN	793
AC004263.1	1
RPS20P31	0
NME2P1	1
RNU4-2	2285
RNU4-1	1377
SIRT4	65
RNU6-1088P	0
PLA2G1B	0
MSI1	0
RPS27P25	0
AC003982.1	0
COX6A1	3655
AL021546.1	1
TRIAP1	1289
GATC	1496
RPL31P52	0
SRSF9	3769
DYNLL1	2111
NRAV	312
AC063943.1	6
COQ5	1154
RPL29P24	11
RNF10	2573
POP5	1150
RPL11P5	0
AC125616.1	2
CABP1	1
MLEC	8531
AC069234.2	0
AC069234.5	5
AC069234.4	0
UNC119B	1133
AC069234.3	0
MIR4700	0
ACADS	756
AC069234.1	4
SPPL3	282
ARF1P2	4
CLIC1P1	3
RPL12P33	0
HNF1A-AS1	0
HNF1A	2
C12orf43	547
OASL	4
OASL2P	0
AC079602.2	0
AC079602.3	0
AC079602.1	0
P2RX7	78
Z98941.1	0
AC069209.1	0
P2RX4	551
CAMKK2	951
ANAPC5	9125
AC048337.1	0
RNF34	1800
KDM2B	1591
MIR7107	0
AC145422.1	12
RNU6-1004P	0
ORAI1	298
MORN3	13
TMEM120B	902
RHOF	63
LINC01089	498
AC084018.1	0
AC084018.2	41
SETD1B	181
HPD	0
AC079360.1	0
AC069503.3	0
PSMD9	736
AC069503.2	3
RNU7-170P	1
WDR66	693
AC069503.1	4
BCL7A	633
AC156455.1	335
MLXIP	1387
LRRC43	5
IL31	0
B3GNT4	31
DIABLO	528
AC048338.1	0
VPS33A	870
CLIP1	1864
CCDC150P1	45
RPL21P1	0
CLIP1-AS1	1
ZCCHC8	1991
AC127002.1	3
RSRC2	3221
KNTC1	8336
AC026333.1	0
AC026333.4	3
AC026333.3	1
HCAR2	0
HCAR3	0
HCAR1	0
AC026333.2	0
DENR	2901
CCDC62	100
HIP1R	1477
VPS37B	729
AC027290.1	1
AC027290.2	282
ABCB9	388
OGFOD2	212
AC026362.1	35
ARL6IP4	34
PITPNM2	133
MIR4304	0
PITPNM2-AS1	0
AC026362.2	9
